Zone code,Region/Countries/Area,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
372,Ireland,2005,Imports CIF (millions of US dollars),G,,"70,284",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2010,Imports CIF (millions of US dollars),G,,"64,601",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2015,Imports CIF (millions of US dollars),G,,"77,795",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2020,Imports CIF (millions of US dollars),G,,"99,442",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2021,Imports CIF (millions of US dollars),G,,"122,755",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2022,Imports CIF (millions of US dollars),G,,"147,914",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,1995,Exports FOB (millions of US dollars),G,,"43,789",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2005,Exports FOB (millions of US dollars),G,,"110,003",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2010,Exports FOB (millions of US dollars),G,,"120,645",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2015,Exports FOB (millions of US dollars),G,,"124,731",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2020,Exports FOB (millions of US dollars),G,,"185,185",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2021,Exports FOB (millions of US dollars),G,,"195,998",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2022,Exports FOB (millions of US dollars),G,,"219,304",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,1995,Balance imports/exports (millions of US dollars),G,,"11,468",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2005,Balance imports/exports (millions of US dollars),G,,"39,719",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2010,Balance imports/exports (millions of US dollars),G,,"56,045",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2015,Balance imports/exports (millions of US dollars),G,,"46,935",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2020,Balance imports/exports (millions of US dollars),G,,"85,744",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2021,Balance imports/exports (millions of US dollars),G,,"73,243",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
372,Ireland,2022,Balance imports/exports (millions of US dollars),G,,"71,390",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,1995,Imports CIF (millions of US dollars),S,,"28,328",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2005,Imports CIF (millions of US dollars),S,,"45,032",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2010,Imports CIF (millions of US dollars),S,,"59,194",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2015,Imports CIF (millions of US dollars),S,,"62,068",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2020,Imports CIF (millions of US dollars),S,,"69,261",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2021,Imports CIF (millions of US dollars),S,,"92,159",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2022,Imports CIF (millions of US dollars),S,,"107,083",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,1995,Exports FOB (millions of US dollars),S,,"19,046",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2005,Exports FOB (millions of US dollars),S,,"42,771",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2010,Exports FOB (millions of US dollars),S,,"58,413",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2015,Exports FOB (millions of US dollars),S,,"64,062",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2020,Exports FOB (millions of US dollars),S,,"50,153",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2021,Exports FOB (millions of US dollars),S,,"60,160",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2022,Exports FOB (millions of US dollars),S,,"73,583",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,1995,Balance imports/exports (millions of US dollars),S,,"-9,282",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2005,Balance imports/exports (millions of US dollars),S,,"-2,262",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2010,Balance imports/exports (millions of US dollars),S,,-781,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2015,Balance imports/exports (millions of US dollars),S,,"1,994",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2020,Balance imports/exports (millions of US dollars),S,,"-19,107",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2021,Balance imports/exports (millions of US dollars),S,,"-31,999",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
376,Israel,2022,Balance imports/exports (millions of US dollars),S,,"-33,499",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,1995,Imports CIF (millions of US dollars),S,,"200,320",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2005,Imports CIF (millions of US dollars),S,,"384,836",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2010,Imports CIF (millions of US dollars),S,,"486,984",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2015,Imports CIF (millions of US dollars),S,,"410,933",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2020,Imports CIF (millions of US dollars),S,,"426,476",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2021,Imports CIF (millions of US dollars),S,,"568,202",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2022,Imports CIF (millions of US dollars),S,,"743,030",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,1995,Exports FOB (millions of US dollars),S,,"230,441",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2005,Exports FOB (millions of US dollars),S,,"372,957",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2010,Exports FOB (millions of US dollars),S,,"446,840",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2015,Exports FOB (millions of US dollars),S,,"456,989",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2020,Exports FOB (millions of US dollars),S,,"498,804",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2021,Exports FOB (millions of US dollars),S,,"615,910",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2022,Exports FOB (millions of US dollars),S,,"700,315",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,1995,Balance imports/exports (millions of US dollars),S,,"30,122",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2005,Balance imports/exports (millions of US dollars),S,,"-11,878",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2010,Balance imports/exports (millions of US dollars),S,,"-40,145",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2015,Balance imports/exports (millions of US dollars),S,,"46,055",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2020,Balance imports/exports (millions of US dollars),S,,"72,328",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2021,Balance imports/exports (millions of US dollars),S,,"47,708",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
380,Italy,2022,Balance imports/exports (millions of US dollars),S,,"-42,715",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,1995,Imports CIF (millions of US dollars),S,,"2,773",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2005,Imports CIF (millions of US dollars),S,,"4,885",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2010,Imports CIF (millions of US dollars),S,,"5,225",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2015,Imports CIF (millions of US dollars),S,,"4,993",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2020,Imports CIF (millions of US dollars),S,,"4,765",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2021,Imports CIF (millions of US dollars),S,,"5,976",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2022,Imports CIF (millions of US dollars),S,,"8,297",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,1995,Exports FOB (millions of US dollars),S,,"1,424",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2005,Exports FOB (millions of US dollars),S,,"1,514",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2010,Exports FOB (millions of US dollars),S,,"1,328",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2015,Exports FOB (millions of US dollars),S,,"1,263",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2020,Exports FOB (millions of US dollars),S,,"1,251",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2021,Exports FOB (millions of US dollars),S,,"1,441",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2022,Exports FOB (millions of US dollars),S,,"1,043",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,1995,Balance imports/exports (millions of US dollars),S,,"-1,349",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2005,Balance imports/exports (millions of US dollars),S,,"-3,370",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2010,Balance imports/exports (millions of US dollars),S,,"-3,898",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2015,Balance imports/exports (millions of US dollars),S,,"-3,730",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2020,Balance imports/exports (millions of US dollars),S,,"-3,515",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2021,Balance imports/exports (millions of US dollars),S,,"-4,535",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
388,Jamaica,2022,Balance imports/exports (millions of US dollars),S,,"-7,255",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,1995,Imports CIF (millions of US dollars),G,,"336,094",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2005,Imports CIF (millions of US dollars),G,,"515,866",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2010,Imports CIF (millions of US dollars),G,,"694,059",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2015,Imports CIF (millions of US dollars),G,,"625,568",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2020,Imports CIF (millions of US dollars),G,,"635,402",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2021,Imports CIF (millions of US dollars),G,,"772,276",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2022,Imports CIF (millions of US dollars),G,,"898,600",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,1995,Exports FOB (millions of US dollars),G,,"442,937",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2005,Exports FOB (millions of US dollars),G,,"594,941",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2010,Exports FOB (millions of US dollars),G,,"769,774",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2015,Exports FOB (millions of US dollars),G,,"624,874",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2020,Exports FOB (millions of US dollars),G,,"641,283",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2021,Exports FOB (millions of US dollars),G,,"757,066",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
392,Japan,2022,Exports FOB (millions of US dollars),G,,"746,672",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
